X,Y,osm_id,code,fclass,name,x,y
19.0522355,47.4961275,2080496976,2 301,restaurant,Vapiano,19.052,47.496
19.0482907,47.5134005,3512651892,2 513,florist,,19.048,47.513
19.2605805,47.489769,2081183204,2 101,pharmacy,Tükör Patika,19.261,47.490
19.0480057,47.5128699,3512670750,2 513,florist,,19.048,47.513
18.9780039,47.4794151,2084818556,2 903,drinking_water,,18.978,47.479
19.0002878,47.5162016,4939176976,2 511,convenience,Házmán Élelmiszer,19.000,47.516
19.0645515,47.480663,2074525705,2 902,bench,,19.065,47.481
19.0643101,47.4808769,2074526205,2 902,bench,,19.064,47.481
19.0640472,47.4810926,2074526433,2 902,bench,,19.064,47.481
19.0637388,47.4813228,2074526706,2 902,bench,,19.064,47.481
19.0634652,47.4815331,2074527004,2 902,bench,,19.063,47.482
19.0631675,47.481738,2074527151,2 902,bench,,19.063,47.482
19.0626096,47.482115,2074527566,2 902,bench,,19.063,47.482
19.0602662,47.5030671,3513596360,2 513,florist,,19.060,47.503
19.0623521,47.4822872,2074527567,2 902,bench,,19.062,47.482
19.0572049,47.487464,2074530525,2 902,bench,,19.057,47.487
19.0570386,47.4874005,2074530621,2 902,bench,,19.057,47.487
19.057221,47.487261,2074530623,2 902,bench,,19.057,47.487
19.0560274,47.4872157,2074531885,2 902,bench,,19.056,47.487
19.0562152,47.4870852,2074531971,2 902,bench,,19.056,47.487
19.1118006,47.5242164,3514098923,2 722,museum,Magyarországi Ruszinok Közérdekű Muzeális Gyűjteménye,19.112,47.524
19.0558933,47.4873135,2074532108,2 902,bench,,19.056,47.487
19.1117465,47.5242125,3514098924,2 007,library,Magyarországi Ruszinok Könyvtára,19.112,47.524
19.0670465,47.496734,2076963675,2 546,computer_shop,Computerek.hu,19.067,47.497
19.0646263,47.4952101,2076963676,2 501,supermarket,SPAR,19.065,47.495
19.0653923,47.4954217,2076963677,2 101,pharmacy,Uránia Gyógyszertár,19.065,47.495
19.0455225,47.5402763,3514842871,2 902,bench,,19.046,47.540
19.0653983,47.498787,2076963678,2 546,computer_shop,2Török,19.065,47.499
19.0455162,47.5402247,3514842872,2 902,bench,,19.046,47.540
19.0177869,47.4135625,2077032479,2 304,pub,Erzsike söröző,19.018,47.414
19.0640461,47.5051203,2077411367,2 601,bank,OTP Bank,19.064,47.505
19.0615299,47.5059061,2077411368,2 511,convenience,Roni ABC 24h,19.062,47.506
19.0191229,47.490002,2077687763,2 303,cafe,,19.019,47.490
19.2945407,47.4690345,4939176935,2 511,convenience,Kucorgó Coop,19.295,47.469
19.0195386,47.4899262,2077688565,2 902,bench,,19.020,47.490
19.0481534,47.5957868,4939176936,2 511,convenience,Big-Pack Ker Bt.,19.048,47.596
19.0197306,47.489805,2077688834,2 902,bench,,19.020,47.490
19.0198638,47.489712,2077689041,2 902,bench,,19.020,47.490
19.0200175,47.4896093,2077689249,2 902,bench,,19.020,47.490
19.0218328,47.4908195,2077691884,2 904,fountain,,19.022,47.491
19.0420669,47.4763604,2071625247,2 902,bench,,19.042,47.476
19.0407828,47.4762338,2071625251,2 902,bench,,19.041,47.476
19.0424334,47.4764352,2071625450,2 902,bench,,19.042,47.476
19.0424031,47.4765186,2071627378,2 724,memorial,Bartók Béla,19.042,47.477
19.0421456,47.4766424,2071627381,2 902,bench,,19.042,47.477
19.0410392,47.476992,2071628585,2 902,bench,,19.041,47.477
19.0412752,47.4770591,2071628850,2 902,bench,,19.041,47.477
18.993551,47.4621889,2071649403,2 903,drinking_water,,18.994,47.462
19.0355071,47.5340964,2072446267,2 902,bench,,19.036,47.534
19.0354646,47.5341176,2072446269,2 902,bench,,19.035,47.534
19.0767622,47.506808,3512617111,2 523,stationery,"papír, írószer-bolt",19.077,47.507
19.094545,47.4850438,3512617795,2 528,greengrocer,Vegyesbolt zöldség-gyümölcs,19.095,47.485
19.0705248,47.47139,2074504853,2 902,bench,,19.071,47.471
19.0658721,47.4983705,4939176960,2 304,pub,Klauzál 23,19.066,47.498
19.0706556,47.4718014,2074505900,2 902,bench,,19.071,47.472
19.0698886,47.4732913,2074513066,2 902,bench,,19.070,47.473
19.0700929,47.4726918,2074513146,2 902,bench,,19.070,47.473
19.0702887,47.4727282,2074513367,2 902,bench,,19.070,47.473
19.0700564,47.4730638,2074513646,2 902,bench,,19.070,47.473
19.0701362,47.4729552,2074514097,2 902,bench,,19.070,47.473
19.0704898,47.4724581,2074514099,2 902,bench,,19.070,47.472
19.1457267,47.4598185,4939177759,2 511,convenience,Paróczi Miklós,19.146,47.460
19.0698263,47.4734089,2074514262,2 902,bench,,19.070,47.473
19.0694573,47.4742038,2074514590,2 902,bench,,19.069,47.474
19.0711949,47.475468,2074519549,2 502,bakery,Friss Pékvarázs - Kávé mágia Cukrászda,19.071,47.475
19.2370942,47.4825209,4939177762,2 304,pub,Limos Pizzéria Pub,19.237,47.483
19.0681188,47.4770845,2074521666,2 303,cafe,Caffe vero,19.068,47.477
19.0668255,47.4799156,2074521669,2 302,fast_food,,19.067,47.480
19.0649458,47.4803349,2074525375,2 902,bench,,19.065,47.480
19.0647446,47.4804999,2074525536,2 902,bench,,19.065,47.480
19.0447519,47.5568094,4939177771,2 511,convenience,Murad Bt.,19.045,47.557
19.010383,47.529902,2095084818,2 301,restaurant,Fuji,19.010,47.530
19.010337,47.530092,2095085739,2 301,restaurant,Capri Buda Pizzéria,19.010,47.530
19.0517066,47.5122199,3528544390,2 203,cinema,Kino Cafe artmozi,19.052,47.512
19.0809414,47.50803,4939177785,2 511,convenience,Élelmiszerbolt,19.081,47.508
19.0557171,47.5074875,2097457864,2 701,tourist_info,Európa utazási irodák,19.056,47.507
19.0557363,47.5098073,2097457865,2 501,supermarket,SPAR,19.056,47.510
19.0574974,47.5038243,2097458176,2 303,cafe,Imázs,19.057,47.504
19.0576089,47.503885,2097458194,2 512,clothes,Art'z modell,19.058,47.504
19.0570619,47.5043265,2097458258,2 301,restaurant,Chagall,19.057,47.504
19.0580889,47.5048664,2097458360,2 304,pub,Cool Tour Bar,19.058,47.505
19.0572763,47.5054483,2097458462,2 511,convenience,Coop,19.057,47.505
19.0697989,47.5056696,3526396987,2 511,convenience,Csemege élelmiszerbolt,19.070,47.506
19.0694106,47.5056519,3526437654,2 511,convenience,Reál Élelmiszer,19.069,47.506
19.0670657,47.51197,3526485875,2 502,bakery,,19.067,47.512
19.079604,47.5041187,3526775781,2 201,theatre,Bethlen Téri Színház,19.080,47.504
19.0055001,47.529081,2091994152,2 501,supermarket,Spar,19.006,47.529
19.0266762,47.5090757,2092001195,2 904,fountain,,19.027,47.509
19.0600669,47.4936526,2093914094,2 302,fast_food,Kínai gyorsétterem,19.060,47.494
19.0513041,47.4963811,2093923059,2 512,clothes,Bershka,19.051,47.496
19.0516581,47.495446,2093923077,2 512,clothes,Zara,19.052,47.495
19.052058,47.4949974,2093923081,2 512,clothes,Promod,19.052,47.495
19.0505603,47.4926303,2093925412,2 903,drinking_water,Petőfi díszkút,19.051,47.493
19.0505603,47.4926303,2093925412,2 725,artwork,Petőfi díszkút,19.051,47.493
19.1769262,47.4580595,4939177665,2 304,pub,Zsadi Betérője,19.177,47.458
19.0494896,47.5146649,2089946066,2 303,cafe,Dongó Café,19.049,47.515
18.9886086,47.5399182,2090198518,2 903,drinking_water,,18.989,47.540
19.037633,47.514007,2090554426,2 303,cafe,Szendzsó,19.038,47.514
19.0267412,47.5045905,2091171037,2 724,memorial,,19.027,47.505
19.0387968,47.4974719,2091172445,2 724,memorial,Turul,19.039,47.497
19.1224392,47.5307863,3525083659,2 519,optician,Szemöveg Optika,19.122,47.531
19.0387458,47.4975643,2091172570,2 742,viewpoint,,19.039,47.498
19.0404883,47.4964532,2091172643,2 742,viewpoint,,19.040,47.496
19.1883912,47.4391091,4939177625,2 511,convenience,Spektrum Fruit Kft.,19.188,47.439
19.0554156,47.4915141,3523964382,2 511,convenience,Akciós diszkont,19.055,47.492
19.0547752,47.4913895,3523964383,2 101,pharmacy,BENU Gyógyszertár,19.055,47.491
19.0549052,47.4914135,3523964384,2 513,florist,Sasplant Virágszalon,19.055,47.491
19.0545034,47.4914039,3523964385,2 906,waste_basket,,19.055,47.491
19.026444,47.5354913,4939177630,2 301,restaurant,Pesto Pizzéria,19.026,47.535
19.054839,47.4915764,3523964391,2 592,vending_parking,,19.055,47.492
19.0554109,47.4915827,3523964392,2 906,waste_basket,,19.055,47.492
19.0553766,47.4916426,3523965693,2 906,waste_basket,,19.055,47.492
19.0659489,47.4217312,3523981836,2 006,telephone,Nyilvános távbeszélő állomás,19.066,47.422
19.0759491,47.4666847,4939177635,2 301,restaurant,Obi Étterem Kávézó,19.076,47.467
18.974782,47.4824392,2087683473,2 083,kindergarten,Happy Garden Daycare,18.975,47.482
18.9760889,47.4817916,2087683485,2 903,drinking_water,,18.976,47.482
18.9715548,47.4951543,2087683584,2 951,comms_tower,,18.972,47.495
19.0452184,47.5412211,3533746018,2 902,bench,,19.045,47.541
19.0452763,47.5409939,3533746019,2 902,bench,,19.045,47.541
19.0454562,47.5408834,3533746031,2 907,camera_surveillance,,19.045,47.541
19.0888351,47.5588716,4939178069,2 302,fast_food,Ady Büfé,19.089,47.559
19.0455622,47.54079,3533746055,2 902,bench,,19.046,47.541
19.0456426,47.5407264,3533746057,2 902,bench,,19.046,47.541
19.0456813,47.5406951,3533746058,2 902,bench,,19.046,47.541
19.0457081,47.5426871,3533746060,2 902,bench,,19.046,47.543
19.0461975,47.542955,3533746065,2 902,bench,,19.046,47.543
19.0461955,47.542942,3533746066,2 902,bench,,19.046,47.543
19.076741,47.475952,3533756816,2 304,pub,"Sör, bor, kávé",19.077,47.476
19.0777651,47.4895412,4939178083,2 304,pub,Kis Práter söröző,19.078,47.490
19.1987881,47.5057284,4939178085,2 302,fast_food,Büfé falatozó,19.199,47.506
19.1149261,47.5193895,3535130937,2 007,library,Evangélikus Hittudományi Egyetem Könyvtára,19.115,47.519
19.0251884,47.465158,2117446014,2 542,bicycle_shop,Mounty Kerékpár bolt,19.025,47.465
19.0455978,47.5407619,3535744600,2 902,bench,,19.046,47.541
19.0559985,47.494181,2119075990,2 401,hotel,All in one apartments,19.056,47.494
19.0238587,47.5006,3532602474,2 593,vending_any,BKK-automata,19.024,47.501
19.0332579,47.4641063,2109665584,2 513,florist,Olivia,19.033,47.464
19.0325921,47.4640408,2109672372,2 101,pharmacy,Benu Gyógyszertár,19.033,47.464
19.0324535,47.464373,2109677944,2 304,pub,,19.032,47.464
19.0672028,47.5054869,3532726178,2 901,toilet,,19.067,47.505
19.0740416,47.4951643,4939178045,2 304,pub,Potyka söröző,19.074,47.495
19.0686836,47.5024252,3532736860,2 005,post_office,,19.069,47.502
19.0714813,47.47964,3532809895,2 301,restaurant,Fabito Pizzéria,19.071,47.480
19.0164071,47.4016238,4939178054,2 304,pub,Csutak Söröző,19.016,47.402
19.0365302,47.5157216,3533459231,2 121,dentist,MindentMent Fogorvosi Rendelő,19.037,47.516
19.0380636,47.5144585,3533482338,2 121,dentist,MindentMent Fogorvosi Rendelő,19.038,47.514
19.2625008,47.4777866,4939178059,2 301,restaurant,Malomkerék Vendéglő,19.263,47.478
19.0552807,47.4891989,3533482342,2 121,dentist,MindentMent,19.055,47.489
19.0452373,47.5411174,3533746017,2 902,bench,,19.045,47.541
19.0233829,47.4954572,3529865461,2 501,supermarket,SF- sárga fekete,19.023,47.495
19.0212498,47.4953237,3529875679,2 501,supermarket,Netdepo Házimozi-Hifi,19.021,47.495
19.0217899,47.4953558,3529879567,2 501,supermarket,Gyógyászati segédeszközök boltja,19.022,47.495
19.0432564,47.5346204,2102899232,2 304,pub,,19.043,47.535
19.0222368,47.4948721,3529999472,2 501,supermarket,Molnár hús és hentesáru,19.022,47.495
19.0575837,47.5055385,2103314591,2 202,nightclub,Alterego,19.058,47.506
19.0658393,47.5941832,4939177879,2 302,fast_food,E-Mese Büfé,19.066,47.594
19.1486549,47.4625308,2103791688,2 528,greengrocer,Szivárvány,19.149,47.463
19.1487622,47.462509,2103793662,2 511,convenience,Diszkont,19.149,47.463
19.1488575,47.4626426,2103800837,2 511,convenience,Újság-dohány,19.149,47.463
19.1489796,47.4626137,2103803896,2 511,convenience,Delikátesz-csemege,19.149,47.463
19.1487622,47.4626613,2103807152,2 502,bakery,Fornetti,19.149,47.463
19.1486979,47.4626323,2103808916,2 511,convenience,Delikátesz-csemege,19.149,47.463
19.1486764,47.4625815,2103811301,2 502,bakery,Látvány pékség,19.149,47.463
19.0625138,47.4880253,2105368169,2 304,pub,Berliner Pub,19.063,47.488
19.0597284,47.506712,2105814539,2 511,convenience,Adu,19.060,47.507
19.0601199,47.5072593,2105824550,2 511,convenience,Illatszer-édesség diszkont,19.060,47.507
19.0729285,47.4985783,3530653184,2 012,community_centre,Brazil Kulturális Központ,19.073,47.499
19.0223283,47.5022833,3530702769,2 121,dentist,MindentMent Fogorvosi Rendelő,19.022,47.502
19.0602762,47.5064973,2105974991,2 561,hairdresser,,19.060,47.506
19.1052975,47.5051302,2106217163,2 543,doityourself,Elektroshop,19.105,47.505
19.1814417,47.4596194,2107376022,2 205,playground,Búvár Kund tér,19.181,47.460
19.0628034,47.499752,3531188592,2 305,bar,Kisüzem,19.063,47.500
19.1812958,47.4557369,2107861439,2 952,water_tower,,19.181,47.456
19.033923,47.4630565,2109655575,2 520,jeweller,Úristen házasodunk!,19.034,47.463
19.0342288,47.4632885,2109655589,2 513,florist,,19.034,47.463
19.0997384,47.4759309,3532501893,2 004,post_box,,19.100,47.476
19.0350281,47.463149,2109655615,2 529,beauty_shop,,19.035,47.463
19.0380778,47.4627028,2109656989,2 512,clothes,,19.038,47.463
19.0379973,47.4626376,2109656990,2 511,convenience,,19.038,47.463
19.0338729,47.4640399,2109662056,2 302,fast_food,Gyros,19.034,47.464
19.0331935,47.4641136,2109665580,2 512,clothes,,19.033,47.464
19.033242,47.4639049,2109665581,2 512,clothes,,19.033,47.464
18.9908189,47.4044274,4939177835,2 511,convenience,,18.991,47.404
19.0331291,47.4641226,2109665582,2 520,jeweller,Goldhand,19.033,47.464
19.056779,47.5059473,2097458547,2 301,restaurant,kaja.hu,19.057,47.506
19.0595118,47.5068791,2097458685,2 303,cafe,Zöld Teknős Barlangja,19.060,47.507
19.0582093,47.5078904,2097458831,2 301,restaurant,Cotton Club,19.058,47.508
19.0660133,47.5012178,2097946776,2 201,theatre,Fészek Művészklub,19.066,47.501
19.0736885,47.4959225,4939177840,2 511,convenience,Color Abc,19.074,47.496
19.0602124,47.4946768,2098620817,2 517,shoe_shop,Tisza,19.060,47.495
19.0544744,47.5031439,2098930976,2 302,fast_food,Gyümölcsliget,19.054,47.503
19.0544867,47.5030735,2098941408,2 502,bakery,Princess pékség,19.054,47.503
19.0545955,47.5031399,2098963999,2 525,mobile_phone_shop,Mobil adás-vétel,19.055,47.503
19.0545957,47.503201,2098969710,2 528,greengrocer,,19.055,47.503
19.054596,47.503272,2098974485,2 302,fast_food,Best Pizza Giros,19.055,47.503
19.0545959,47.5032365,2098974777,2 302,fast_food,Retró Lángos Büfé,19.055,47.503
19.061128,47.505792,2101710269,2 121,dentist,Jókai Dental,19.061,47.506
19.0586089,47.5062494,2102027184,2 544,furniture_shop,Blup,19.059,47.506
19.021627,47.495362,3529444266,2 568,laundry,Márkus Dezső - vegytisztító,19.022,47.495
19.0559798,47.5102295,2102390345,2 302,fast_food,"Gyros, szendvics",19.056,47.510
19.056272,47.509436,2102391024,2 304,pub,Lalibela,19.056,47.509
19.0564355,47.5093092,2102391440,2 304,pub,Joiner's,19.056,47.509
19.056022,47.5105573,2102409655,2 502,bakery,Princess Pékség,19.056,47.511
19.0514062,47.4997078,4939175460,2 301,restaurant,Parasztkonyha,19.051,47.500
19.0379071,47.4439493,4939175461,2 511,convenience,Kedvezményes Kft.,19.038,47.444
19.0342886,47.5339459,2102534761,2 302,fast_food,,19.034,47.534
19.0632164,47.4869244,4939175462,2 511,convenience,Dávid Csemege,19.063,47.487
19.088234,47.5047033,1981032967,2 301,restaurant,Mix-R Pizza és Étterem,19.088,47.505
19.055,47.4986101,1981759042,2 601,bank,Budapest Bank,19.055,47.499
19.0588512,47.498448,1981759043,2 305,bar,Pivo and Bar,19.059,47.498
19.0566077,47.4981478,1981759049,2 502,bakery,Lipóti,19.057,47.498
19.0549978,47.498522,1981759063,2 502,bakery,Lipóti,19.055,47.499
19.0558983,47.4994354,1981759064,2 304,pub,Boutiq’ Bár,19.056,47.499
19.115153,47.3982479,4939175537,2 511,convenience,Kabát Henrietta,19.115,47.398
19.055999,47.499504,1981759069,2 301,restaurant,VakVarjú,19.056,47.500
18.9643554,47.5428487,1981780188,2 006,telephone,,18.964,47.543
18.9642055,47.5431166,1981780191,2 503,kiosk,,18.964,47.543
18.9975238,47.5173052,1981807945,2 031,recycling_glass,,18.998,47.517
19.058412,47.491826,1982867489,2 301,restaurant,Károlyi Étterem,19.058,47.492
18.9601332,47.5076645,1983081081,2 951,comms_tower,,18.960,47.508
18.9602155,47.5077781,1983081108,2 951,comms_tower,,18.960,47.508
19.028481,47.548425,3492838828,2 301,restaurant,Papírtigris,19.028,47.548
19.0580747,47.4982247,1983917636,2 305,bar,Telep-Art Galéria,19.058,47.498
19.035569,47.54074,4939175412,2 304,pub,Szölöfürt Söröző,19.036,47.541
19.0633419,47.5093654,1984460094,2 529,beauty_shop,Álmaid alakja szalon,19.063,47.509
19.0625165,47.5111072,1984478107,2 511,convenience,Kovács csemege,19.063,47.511
19.0651349,47.5080935,1984478114,2 511,convenience,,19.065,47.508
19.0657402,47.5084451,1984489058,2 561,hairdresser,,19.066,47.508
19.0579655,47.5037213,4939175424,2 304,pub,Baretto,19.058,47.504
18.9713886,47.5220157,1985043695,2 031,recycling_glass,,18.971,47.522
19.0902612,47.5603633,4939175429,2 304,pub,Betta Drink Bár,19.090,47.560
19.0469569,47.5146979,4939175441,2 304,pub,Fortuna-Primus Hajó,19.047,47.515
19.1505683,47.518009,4939175444,2 511,convenience,35 sz Abc,19.151,47.518
19.0599651,47.5322176,4939175445,2 511,convenience,Népfürdő Abc,19.060,47.532
19.029575,47.495533,1978265927,2 301,restaurant,Don Francesco Pizzeria,19.030,47.496
19.0526208,47.568313,4939175450,2 511,convenience,Veracis Kft.,19.053,47.568
19.0803837,47.4792323,1978707882,2 030,recycling,,19.080,47.479
19.0798526,47.4796638,1978707883,2 205,playground,,19.080,47.480
19.0506754,47.479013,1978819772,2 301,restaurant,Marcello Ristorante e Pizzeria,19.051,47.479
19.2988701,47.4615347,4939175386,2 511,convenience,Dary abc,19.299,47.462
19.1763411,47.443756,4939175389,2 304,pub,Kis Gyöngy Kocsma,19.176,47.444
19.0618675,47.5964068,4939175398,2 304,pub,Bázis Kávéház Söröző,19.062,47.596
19.0600154,47.4990684,4939175408,2 511,convenience,Humusz Market,19.060,47.499
19.061335,47.4761735,1999441026,2 724,memorial,Memento: Az 1945–56 között kivégzettek emlékműve,19.061,47.476
18.9683274,47.5353853,2000575782,2 902,bench,,18.968,47.535
18.9683944,47.5354114,2000575783,2 906,waste_basket,,18.968,47.535
18.9540791,47.5398934,2000575794,2 906,waste_basket,,18.954,47.540
18.9539968,47.539908,2000575795,2 902,bench,,18.954,47.540
19.1613042,47.5059466,4939175715,2 304,pub,Josefina Blues Bell Söröző,19.161,47.506
18.9531201,47.5399422,2000575796,2 902,bench,,18.953,47.540
19.1896122,47.5100508,4939175716,2 302,fast_food,Pötyi büfé,19.190,47.510
18.9530966,47.5399757,2000575797,2 906,waste_basket,,18.953,47.540
19.0706391,47.5061799,3498773192,2 502,bakery,Lipóti,19.071,47.506
18.9459758,47.5414976,2000575811,2 906,waste_basket,,18.946,47.541
18.9460221,47.5414583,2000575812,2 741,picnic_site,,18.946,47.541
19.0725673,47.5329107,2001013923,2 101,pharmacy,Alma Gyógyszertár Gömb,19.073,47.533
18.9937076,47.5241947,2002260335,2 129,veterinary,ProVet Állatorvosi Szakrendelő,18.994,47.524
18.9940638,47.524959,2002260346,2 530,video_shop,Szolárium és DVD kölcsönző,18.994,47.525
19.1570209,47.505973,2003689906,2 030,recycling,,19.157,47.506
19.1011651,47.5099542,2004000604,2 543,doityourself,K-Tech Szivattyú Kereskedelmi Kft.,19.101,47.510
19.2542626,47.474102,3499179848,2 903,drinking_water,,19.254,47.474
19.256733,47.4780317,3499179850,2 205,playground,,19.257,47.478
19.2567958,47.4781689,3499179851,2 252,pitch,,19.257,47.478
19.1203002,47.563398,2005222106,2 724,memorial,,19.120,47.563
18.9567227,47.5445466,2005300430,2 742,viewpoint,,18.957,47.545
19.0426648,47.5430374,4939175737,2 511,convenience,Wolf ABC,19.043,47.543
19.2376158,47.4812105,2005874967,2 543,doityourself,Veszi-viszi Vegyeske,19.238,47.481
19.23325,47.4794563,2005886012,2 033,recycling_clothes,,19.233,47.479
19.2364206,47.4813243,2005886013,2 032,recycling_paper,,19.236,47.481
19.0317949,47.4977167,3499370369,2 301,restaurant,Szelence Café & Restaurant,19.032,47.498
19.2364744,47.4790403,2005886014,2 032,recycling_paper,,19.236,47.479
19.0557559,47.5170993,4939175661,2 511,convenience,Kelekótya Kft.,19.056,47.517
19.0384865,47.4266093,2007047113,2 601,bank,MKB Bank,19.038,47.427
19.0616362,47.5036918,3496660690,2 305,bar,360 Bar,19.062,47.504
19.038677,47.4263353,2007047114,2 601,bank,Erste Bank,19.039,47.426
19.0386554,47.4267527,2007047115,2 601,bank,K&H Bank,19.039,47.427
19.1187444,47.4276003,3496878325,2 404,guesthouse,Bai Panzió,19.119,47.428
19.0349108,47.5021123,1995869407,2 203,cinema,Szent Mihály-kápolna,19.035,47.502
19.0349108,47.5021123,1995869407,2 721,attraction,Szent Mihály-kápolna,19.035,47.502
19.0491307,47.5731412,4939175674,2 511,convenience,Peer Kft.,19.049,47.573
19.062625,47.5334915,4939175675,2 511,convenience,Családi Csemege,19.063,47.533
19.1404353,47.5046284,1996673968,2 205,playground,,19.140,47.505
19.0943283,47.4465784,3496948110,2 014,arts_centre,Bakelit Multi Art Center,19.094,47.447
19.0212745,47.5085105,4939175689,2 304,pub,Káplár Kraken Bár,19.021,47.509
19.0938082,47.4463385,3496958962,2 405,hostel,Factory Hostel Budapest,19.094,47.446
19.2009714,47.5315949,3497648659,2 005,post_office,Árpádföld posta,19.201,47.532
19.0376263,47.4512619,1997493005,2 602,atm,,19.038,47.451
19.0979717,47.4761682,4939175588,2 302,fast_food,Zöld Villám Ételbár,19.098,47.476
19.0372922,47.4410173,1997545726,2 030,recycling,,19.037,47.441
19.0399987,47.4409683,1997545733,2 251,sports_centre,,19.040,47.441
19.0610673,47.507142,1985549526,2 514,chemist,1€ Market,19.061,47.507
19.0684657,47.4303237,1985552572,2 602,atm,,19.068,47.430
18.9604818,47.5656261,1986023522,2 205,playground,,18.960,47.566
19.0673794,47.4310342,1986153800,2 101,pharmacy,Új Remény Patika,19.067,47.431
19.0605297,47.492862,1986477005,2 512,clothes,Sale,19.061,47.493
19.0644844,47.4846739,4939175618,2 304,pub,Kinizsi Söröző,19.064,47.485
19.0571134,47.4976779,1986477006,2 301,restaurant,Keksz,19.057,47.498
19.0599507,47.4948691,1986477007,2 601,bank,OTP Bank,19.060,47.495
19.0524521,47.462636,4939175651,2 304,pub,Strike Bowling Club,19.052,47.463
19.0649739,47.4851369,1987869924,2 501,supermarket,City Spar,19.065,47.485
19.0704305,47.4279149,1989304714,2 543,doityourself,Vasedény,19.070,47.428
19.1178779,47.5333028,3495553639,2 030,recycling,,19.118,47.533
19.0616641,47.5047796,1989574647,2 305,bar,Kiadó,19.062,47.505
19.0310849,47.5010347,3495570525,2 303,cafe,Bástya terasz,19.031,47.501
19.0614269,47.5054819,1989574670,2 405,hostel,Paprika Hostel,19.061,47.505
19.1085132,47.5203504,3495635105,2 518,beverages,Venenum - Belga sörök boltja,19.109,47.520
19.120625,47.5300492,1990994324,2 561,hairdresser,Hajász Stúdió,19.121,47.530
19.1203415,47.5293686,1990997486,2 301,restaurant,101-es bisztró,19.120,47.529
19.0588093,47.4988405,1992629368,2 304,pub,Pointer Pub,19.059,47.499
19.201758,47.4335566,3493054519,2 601,bank,K&H Bank,19.202,47.434
19.1107702,47.4904718,1994240786,2 030,recycling,,19.111,47.490
18.9693619,47.5269811,1985043751,2 734,wayside_cross,,18.969,47.527
19.0584789,47.5099254,1985071881,2 120,doctors,MediCover Eiffel klinika,19.058,47.510
19.0596913,47.5100021,1985071918,2 031,recycling_glass,,19.060,47.510
19.0679465,47.430566,1985412022,2 006,telephone,Nyilvános távbeszélő állomás,19.068,47.431
19.0711571,47.4348084,1985441710,2 030,recycling,,19.071,47.435
19.1932975,47.4084131,4939175566,2 511,convenience,Non-Stop Abc,19.193,47.408
19.0704931,47.4281921,1985469546,2 511,convenience,TESCO Expressz,19.070,47.428
19.0704527,47.4270532,1985472284,2 601,bank,Erste Bank,19.070,47.427
19.0703078,47.4269515,1985472286,2 601,bank,OTP Bank,19.070,47.427
19.0705734,47.4271784,1985472625,2 601,bank,CIB Bank,19.071,47.427
19.0703458,47.4284723,1985510375,2 030,recycling,,19.070,47.428
